col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
53,82,40,3,29,56,18,23,11
23,56,4,62,76,23,18,26,33
81,70,26,60,4,67,97,63,38
37,26,87,47,16,83,13,37,91
62,3,34,67,62,38,42,98,49
7,31,44,43,23,26,8,51,17
12,34,3,60,13,5,15,24,8
44,87,55,66,97,20,2,18,38
84,14,58,7,1,13,71,63,80
25,7,3,85,51,84,70,64,18
18,9,54,96,60,51,88,94,59
93,80,53,52,36,18,65,67,96
53,89,95,14,40,30,9,92,24
57,80,53,28,92,37,72,51,85
49,46,79,35,29,92,60,41,9
85,35,86,73,86,99,70,76,53
84,23,15,16,14,75,50,86,66
88,74,31,22,71,55,48,2,9
54,21,13,5,24,78,39,30,5
68,13,76,33,63,16,67,1,3
44,27,31,62,63,39,71,45,58
77,58,23,92,51,80,75,56,62
61,25,82,24,68,87,82,70,82
25,26,46,90,63,11,66,52,87
19,82,12,55,15,96,3,50,30
16,57,25,35,84,61,16,55,0
8,41,29,61,26,95,37,6,3
67,63,17,84,39,97,85,25,46
70,25,13,89,49,85,50,43,28
2,24,7,92,63,54,88,52,18
44,52,97,56,12,72,30,41,90
99,42,22,16,84,63,21,38,80
54,89,27,79,53,71,69,70,43
96,17,79,81,72,48,18,24,58
23,77,26,73,48,95,37,79,21
57,86,12,18,82,19,6,39,84
67,87,32,0,62,29,9,93,51
95,25,58,13,27,63,53,97,28
54,88,69,60,23,17,97,49,13
67,7,71,46,93,53,26,65,13
54,71,84,57,32,78,44,88,72
48,11,32,88,49,81,53,53,15
88,92,74,43,35,73,91,59,40
92,11,68,38,41,10,19,86,35
69,57,80,48,76,54,28,34,9
41,73,12,46,50,57,90,64,58
89,55,51,62,49,48,11,45,8
43,9,79,92,19,20,47,50,95
38,22,56,91,47,0,92,9,4
52,32,19,64,3,15,18,52,93
12,6,56,38,55,84,81,84,77
83,35,18,46,86,13,4,56,15
60,68,25,87,56,63,15,53,96
16,56,87,46,74,26,9,22,48
6,25,97,6,51,66,98,95,92
5,30,63,56,17,32,14,93,65
63,26,86,9,93,25,23,51,3
14,68,49,99,62,4,51,84,83
37,47,7,23,85,77,79,66,51
62,71,36,27,9,77,23,44,25
8,41,70,24,19,40,70,63,58
2,75,77,41,42,10,56,11,22
91,68,64,80,77,81,75,2,7
26,55,31,64,46,18,51,38,10
90,48,73,85,56,40,83,34,96
12,82,52,31,91,15,7,0,99
18,39,73,72,90,60,7,73,81
11,31,43,17,94,0,14,24,90
86,6,69,25,82,26,11,48,50
17,95,85,41,47,88,66,35,39
50,55,90,24,13,62,82,59,21
50,33,73,96,72,63,14,32,86
99,45,62,34,45,74,59,33,56
63,70,38,87,7,3,13,13,35
65,23,75,34,82,95,27,31,16
57,96,42,39,8,34,93,52,67
56,57,90,75,91,97,1,65,91
2,56,14,70,22,38,72,32,88
5,57,89,48,18,83,66,15,0
47,78,46,58,40,84,1,22,94
57,5,98,77,5,33,72,98,42
61,40,41,78,37,74,70,88,81
3,75,2,39,40,67,15,86,4
99,65,20,35,67,94,44,80,89
76,69,70,7,28,77,70,69,49
42,85,87,70,87,55,72,93,41
2,73,69,16,14,65,71,63,74
2,94,60,46,24,17,29,63,84
54,48,98,96,28,63,21,4,84
86,37,35,94,38,99,69,36,27
47,58,95,9,20,1,94,92,40
63,84,72,80,22,0,77,62,79
83,68,88,96,11,20,79,98,74
17,40,11,34,96,77,20,55,0
60,86,44,57,36,66,25,13,91
78,75,64,24,46,76,84,77,96
61,28,31,94,89,72,90,81,24
13,45,78,35,44,16,78,48,11
33,28,34,18,93,70,85,33,1
23,12,90,3,8,37,27,5,99
53,66,20,69,41,0,3,67,53
8,13,10,71,13,87,69,3,55
63,75,70,37,45,89,80,12,51
96,30,6,21,29,5,50,91,25
5,8,68,15,21,72,50,77,73
28,37,69,31,89,15,77,34,29
12,27,84,50,78,78,55,79,87
72,7,5,66,51,53,86,88,43
9,17,18,66,40,4,66,60,62
30,67,60,84,45,30,29,6,16
65,23,59,21,90,72,48,75,84
99,62,10,97,2,91,72,52,70
41,28,5,11,65,17,25,8,2
85,34,11,13,18,53,15,95,19
97,13,26,42,62,10,46,40,79
81,77,43,9,49,0,52,6,83
13,9,10,88,61,68,3,59,57
50,48,52,90,34,52,87,59,74
65,12,76,84,37,20,54,26,32
25,16,67,8,30,26,50,74,11
7,27,57,31,65,79,24,89,24
11,30,28,25,3,88,64,24,43
16,15,90,58,73,95,99,12,27
83,56,92,84,32,18,1,82,9
61,36,18,28,19,13,54,93,47
41,52,16,71,74,25,26,73,96
85,94,41,14,47,66,9,80,88
36,79,72,56,32,59,54,56,97
82,10,98,24,59,86,84,51,30
67,94,86,81,35,97,71,82,36
82,90,86,8,30,0,21,71,99
28,65,84,97,53,58,0,49,24
96,45,86,54,48,79,6,46,76
55,22,19,77,25,35,75,55,78
61,65,79,8,76,48,14,82,87
16,57,38,94,30,48,9,22,79
48,83,14,14,25,58,95,38,33
4,52,8,29,20,49,71,9,95
69,81,77,45,71,18,69,92,37
7,1,60,82,73,43,30,5,75
47,21,41,47,46,69,38,83,25
21,82,50,74,49,62,58,98,62
86,34,73,88,22,90,13,59,52
94,78,40,31,65,87,66,40,31
75,99,83,95,27,26,34,76,17
10,47,32,14,48,79,5,67,14
78,91,35,2,96,98,24,78,19
98,75,24,57,27,55,29,79,73
7,93,46,47,21,11,95,81,62
16,51,17,1,53,10,18,29,66
41,18,53,0,59,25,91,10,17
83,93,23,47,83,59,55,1,94
90,51,10,9,92,57,44,17,21
80,6,25,3,23,49,63,37,36
17,83,50,2,59,89,2,94,19
51,11,93,98,22,8,11,44,44
51,51,94,12,39,63,45,53,64
50,76,67,42,56,61,14,30,96
52,1,45,88,72,36,2,94,12
44,40,82,50,65,56,79,68,72
94,14,14,98,16,41,37,95,74
57,11,49,65,7,65,53,32,22
71,72,73,64,81,3,41,64,61
83,83,37,12,20,31,84,49,70
6,81,58,92,45,1,1,33,78
45,17,40,50,12,28,42,51,63
38,11,99,54,88,67,80,20,26
50,26,79,1,59,37,8,53,66
30,98,59,14,73,75,7,42,25
45,91,24,68,71,60,11,87,36
58,6,46,72,60,33,46,76,80
61,1,2,88,9,39,83,62,22
33,65,20,54,24,73,89,42,54
11,17,62,88,37,13,93,49,17
74,93,0,51,81,99,60,9,21
50,96,87,73,17,79,67,48,72
84,25,49,17,80,51,41,95,56
68,35,23,75,81,48,13,59,30
42,7,86,34,56,61,62,61,31
81,23,64,39,50,22,38,18,37
18,71,10,27,26,86,47,10,71
54,3,85,87,35,14,2,39,48
10,45,94,90,86,75,13,7,60
23,7,10,67,81,96,5,54,18
39,13,22,73,39,54,45,34,20
13,11,93,0,85,59,0,17,6
80,30,45,67,51,90,50,81,75
12,8,35,61,92,38,92,28,35
6,68,82,72,94,99,42,56,56
7,33,78,87,88,33,34,88,81
90,73,51,14,95,6,58,13,9
89,3,7,82,42,23,86,66,15
86,15,97,20,20,13,19,86,55
12,20,14,83,83,52,44,27,88
15,42,42,49,15,28,49,31,41
93,32,79,9,85,14,32,69,62
18,2,35,52,6,84,13,82,75
33,6,45,92,34,32,44,80,30
45,8,98,12,66,83,42,94,87
61,28,77,72,71,69,99,2,58
52,58,80,78,10,92,77,1,76
84,56,81,35,72,77,36,58,35
34,11,49,81,35,26,10,63,97
37,83,60,44,59,70,4,40,8
78,46,67,95,23,10,38,29,26
36,21,62,95,82,47,68,72,49
37,89,73,69,58,37,16,70,69
88,66,17,94,22,47,52,74,98
34,3,81,25,74,63,9,47,74
65,41,81,98,22,30,77,82,27
94,36,27,25,40,42,45,26,86
46,26,55,37,58,19,34,13,29
91,24,0,12,50,34,54,96,97
65,29,0,6,88,76,15,95,48
75,56,33,80,14,94,96,5,83
38,66,44,81,38,62,90,5,86
8,58,8,20,99,61,84,63,24
18,97,28,99,30,85,14,49,74
30,68,93,57,42,80,97,31,72
36,24,18,94,3,89,18,41,63
55,7,33,73,18,4,65,90,4
33,44,99,79,91,73,86,53,33
27,10,92,4,3,54,10,99,64
94,20,25,90,36,6,3,79,75
91,31,53,9,60,11,88,34,20
35,46,94,74,57,13,18,89,80
12,71,58,69,1,44,22,47,45
97,94,63,33,60,58,45,94,50
98,66,31,74,87,5,76,34,60
62,34,95,39,82,68,54,25,30
5,95,26,17,82,20,92,41,44
19,26,32,89,50,84,26,32,69
10,51,32,24,26,97,9,0,61
55,6,65,52,74,69,33,78,38
83,43,36,45,84,71,64,98,3
64,12,70,74,84,62,56,16,51
61,52,82,53,24,64,87,5,28
72,56,51,47,40,23,71,80,19
65,46,93,89,53,65,63,51,7
2,31,89,92,13,91,39,85,68
11,85,87,2,87,98,92,36,20
52,28,33,7,74,72,95,92,21
70,65,26,99,32,36,59,45,71
8,81,29,9,83,54,34,52,5
95,8,96,11,62,63,18,17,89
65,30,56,63,3,35,79,0,67
39,79,78,61,32,36,62,76,80
95,48,92,96,49,49,17,71,83
43,11,9,10,0,49,98,24,12
90,14,19,53,83,59,37,24,95
97,29,37,21,9,68,65,3,32
6,65,53,72,50,54,68,17,54
56,68,7,46,68,18,13,29,75
82,85,18,70,60,67,80,48,90
87,65,15,45,85,54,72,84,29
53,70,36,2,24,23,28,93,5
84,13,32,81,49,28,88,68,98
53,53,22,39,88,20,55,79,14
23,48,51,47,2,28,4,90,15
90,27,51,19,73,68,40,82,0
33,24,58,3,85,25,52,59,48
68,71,0,49,43,85,48,87,27
65,81,63,71,65,14,18,60,58
15,56,64,97,68,6,47,57,60
15,89,50,85,88,28,89,96,20
55,74,69,47,13,55,73,82,74
18,81,36,31,66,7,48,46,22
29,90,18,33,85,2,67,99,22
33,71,8,95,70,25,94,33,23
96,69,51,34,18,93,46,48,24
4,78,33,90,20,14,18,54,65
63,38,99,55,44,3,26,67,96
89,55,94,43,94,72,97,85,62
31,56,31,95,44,89,90,21,31
17,68,93,3,74,17,19,23,53
12,25,13,95,86,39,67,21,22
44,94,86,24,49,52,17,17,26
21,96,17,76,86,29,65,94,80
28,35,49,72,82,55,57,29,49
74,5,16,61,8,70,12,20,3
92,4,17,28,74,43,39,88,71
52,33,22,95,99,67,57,81,78
44,1,58,49,13,6,80,13,82
11,90,96,62,87,15,6,59,68
66,56,65,20,78,19,25,44,96
46,98,98,46,21,11,22,79,27
2,75,47,91,56,52,9,97,71
10,8,68,65,81,81,38,48,85
20,71,6,97,12,78,71,76,33
49,20,36,57,12,62,24,90,64
47,60,35,74,96,77,68,3,48
64,48,36,30,67,90,39,71,25
56,25,32,68,8,54,35,14,40
58,37,63,8,38,91,98,35,81
60,70,40,57,40,65,1,11,35
54,69,62,30,45,15,3,58,86
44,52,99,56,11,28,24,8,73
8,86,25,31,16,60,57,15,45
31,9,75,83,8,62,17,61,31
77,27,64,29,8,75,88,82,41
51,75,56,59,83,15,63,32,11
57,16,92,21,35,47,71,64,19
44,4,55,48,79,49,69,21,18
60,63,40,73,95,28,9,18,57
31,79,17,50,9,40,23,36,66
78,30,84,87,41,55,60,94,20
0,86,46,80,11,72,57,5,6
39,7,64,66,80,73,9,68,72
71,63,53,95,85,53,40,36,4
14,38,83,65,59,42,54,75,52
89,10,43,0,31,80,54,20,50
42,46,53,22,91,59,25,23,33
42,20,74,8,86,34,74,64,34
89,14,81,61,17,99,32,13,27
24,33,22,24,84,29,14,51,58
86,81,18,1,39,5,58,58,29
15,67,58,32,72,65,72,57,60
5,17,24,31,73,18,50,16,84
32,86,14,85,97,79,96,88,62
13,4,39,4,55,60,19,77,80
5,47,84,59,30,33,55,47,51
70,96,51,40,59,41,26,85,83
34,76,39,1,99,54,65,58,11
45,61,25,43,83,35,12,90,74
14,61,6,75,25,2,92,20,37
91,39,32,59,69,32,29,33,68
95,30,49,82,3,71,56,27,7
21,56,95,25,57,83,87,44,81
5,2,27,11,69,1,45,8,72
45,53,59,10,29,12,13,26,37
72,59,14,72,78,31,48,2,27
50,73,25,70,60,49,36,47,7
11,87,50,8,38,77,74,96,57
64,75,27,36,77,56,37,20,5
38,72,20,89,93,45,63,15,15
6,19,63,12,8,83,31,9,52
89,2,66,26,43,71,26,5,23
48,35,24,49,94,93,80,81,88
87,25,96,60,8,64,49,68,27
13,84,22,4,53,2,26,2,74
56,69,76,52,53,37,57,8,6
24,80,43,11,0,99,65,47,57
83,90,41,44,31,37,1,33,38
10,66,39,58,68,87,41,81,55
8,2,47,7,31,42,8,42,71
22,77,45,56,26,15,73,10,26
52,22,92,65,18,86,33,48,60
67,11,12,5,90,41,56,71,36
41,49,83,70,50,48,95,81,78
76,23,64,15,35,21,99,45,18
17,41,70,15,9,99,37,98,19
21,93,41,72,9,46,81,1,74
96,37,12,79,71,9,50,93,40
86,78,21,71,74,43,53,70,66
75,58,95,4,93,79,36,4,23
94,78,75,93,39,17,83,16,84
7,33,31,6,78,98,91,40,8
82,48,73,90,58,30,38,34,68
51,30,14,40,9,4,54,83,78
56,26,10,69,79,31,29,9,53
75,51,5,3,70,61,37,28,44
15,14,88,90,3,82,33,47,19
65,0,79,13,33,50,46,31,9
34,7,40,47,62,60,69,93,76
73,87,25,0,82,66,68,14,8
67,20,20,0,12,31,0,76,61
74,26,19,24,94,73,19,8,46
61,39,34,59,84,66,15,73,27
12,93,4,29,10,62,54,47,53
98,89,80,96,8,66,67,80,92
23,13,4,90,92,78,76,70,96
99,5,87,66,57,80,38,77,77
89,49,14,56,11,43,6,30,33
27,36,32,85,31,65,95,11,9
59,54,91,17,64,49,82,71,95
48,68,12,68,84,22,65,0,25
80,99,16,87,90,21,19,55,77
55,53,62,12,67,16,67,88,84
63,46,76,1,14,43,32,52,56
37,24,53,5,95,49,27,4,53
84,44,63,17,91,6,98,2,59
53,42,50,31,42,26,68,47,70
12,53,19,42,59,89,99,15,86
59,9,45,42,12,69,71,41,89
70,72,30,92,52,96,5,9,79
22,82,2,87,96,5,22,69,49
33,30,74,87,9,64,73,73,35
35,79,42,78,88,20,83,46,6
10,12,48,38,99,5,53,50,80
64,40,63,11,14,83,91,77,62
53,73,2,95,19,71,54,77,85
64,59,10,66,50,14,4,52,67
7,49,79,75,31,92,23,86,32
78,54,16,38,54,31,9,89,18
1,58,71,83,29,78,53,82,23
94,93,59,82,63,26,57,45,77
46,51,96,91,82,32,27,59,43
57,57,75,35,38,53,28,93,92
99,39,80,82,7,32,38,3,51
43,88,83,74,36,94,45,67,7
14,19,21,78,0,18,64,93,5
76,37,59,27,97,21,16,97,6
8,92,38,25,86,54,69,1,87
0,71,86,47,27,36,66,44,21
61,60,78,52,96,61,53,30,91
34,89,27,80,63,87,71,36,98
2,77,89,72,90,3,82,93,94
79,39,27,93,89,11,32,5,76
23,40,4,66,72,77,37,1,33
84,37,23,55,83,58,83,64,5
72,98,84,69,77,35,20,13,58
81,0,34,50,52,84,47,60,53
71,78,0,89,74,11,18,1,27
34,50,83,46,66,78,97,59,41
44,84,49,39,42,30,26,39,36
17,26,82,39,98,93,38,66,28
41,6,27,78,30,82,86,76,63
88,67,2,12,15,0,62,7,17
64,90,42,73,84,11,1,73,27
28,70,12,3,64,3,10,52,42
36,34,64,73,27,19,99,42,97
26,78,37,50,92,67,1,59,92
30,99,75,0,25,7,94,31,42
21,63,12,89,4,48,48,19,17
0,37,47,25,65,99,83,50,90
79,15,29,76,55,53,44,75,64
77,19,72,95,47,16,30,81,22
45,41,27,9,78,51,13,7,50
40,16,21,2,53,86,77,4,79
44,80,27,61,1,99,45,99,89
38,73,99,25,13,41,75,67,82
43,68,84,23,2,27,8,95,24
51,36,67,5,91,65,67,87,13
72,0,9,58,22,93,0,48,25
28,90,96,38,22,90,78,42,13
84,47,53,76,12,77,36,12,57
82,36,48,75,34,83,77,50,30
84,28,55,9,42,19,9,85,0
74,31,47,46,11,8,90,48,3
70,86,73,41,64,98,23,64,0
9,94,2,74,26,92,79,9,98
18,5,87,59,98,78,18,80,40
26,60,74,82,17,0,52,42,5
81,56,32,77,86,61,61,32,88
49,53,8,53,24,16,27,14,45
81,21,66,58,27,19,26,55,26
67,48,22,87,38,71,49,19,29
1,39,33,67,77,2,20,76,51
11,11,32,13,46,54,31,46,24
65,15,64,50,51,62,1,76,92
77,72,77,37,17,15,32,47,21
82,92,62,15,18,84,34,82,95
23,21,64,51,79,99,96,7,23
53,19,27,33,38,52,94,58,16
95,55,8,73,23,28,11,10,67
31,64,54,12,90,39,32,68,55
90,23,2,25,24,90,13,19,19
16,64,43,99,54,71,90,83,9
42,95,81,9,14,98,48,48,89
66,35,10,63,31,63,34,70,15
62,85,8,4,8,12,27,66,14
86,46,47,67,91,22,34,47,61
47,10,15,30,86,85,22,85,11
36,86,96,66,61,47,40,3,6
28,46,80,76,69,34,44,22,36
2,75,15,86,51,8,60,33,53
0,85,51,37,10,53,2,52,49
32,9,94,94,4,95,57,3,20
22,10,4,40,36,43,58,7,62
21,27,45,86,8,62,55,32,15
89,37,61,27,59,80,69,59,8
32,59,88,30,68,54,54,32,37
82,40,24,10,96,60,36,10,66
13,91,10,45,46,5,3,21,48
0,46,51,48,77,45,80,3,87
69,49,69,70,0,43,22,10,39
84,41,77,79,63,93,12,90,16
72,55,16,50,94,66,28,95,93
60,83,52,24,47,92,25,77,8
2,40,34,58,2,8,69,96,2
79,57,67,8,19,30,30,75,91
92,72,12,50,77,3,19,76,83
88,47,60,8,55,92,36,47,7
40,24,1,0,73,4,29,97,39
43,19,19,85,56,66,99,55,16
52,81,49,88,93,14,58,29,29
25,8,52,91,40,80,88,84,41
43,70,70,96,55,81,30,86,68
63,55,81,47,78,1,85,80,11
33,94,59,52,9,18,48,66,90
48,77,66,73,44,97,50,80,56
42,85,55,23,53,52,58,36,11
20,3,54,65,17,86,99,59,74
36,31,34,37,61,0,67,37,26
5,54,96,97,4,34,47,1,47
1,41,20,24,17,53,1,15,69
73,70,14,0,61,31,80,77,8
57,13,89,38,10,7,89,2,76
74,16,10,91,30,15,2,81,95
3,63,37,38,4,35,62,37,34
32,72,26,82,55,69,99,48,62
49,68,44,64,87,67,83,22,32
94,87,73,38,70,21,30,22,69
53,29,89,23,84,32,35,14,81
88,98,67,83,25,93,87,8,32
87,9,0,94,28,7,38,95,69
81,22,12,18,18,36,70,81,33
50,15,25,69,75,68,86,20,76
13,50,26,46,79,88,13,88,72
66,50,98,12,91,13,44,15,29
39,74,83,70,90,49,12,11,72
6,41,16,85,65,36,37,25,70
55,23,84,10,29,82,22,43,10
14,48,84,91,84,61,49,99,82
8,38,78,1,6,40,18,57,15
37,95,46,36,65,59,71,98,70
6,34,62,73,78,8,53,75,49
0,95,90,70,67,36,19,38,41
63,27,75,75,57,37,81,47,81
9,76,43,60,17,91,74,10,40
84,14,19,95,78,33,38,5,68
92,8,37,35,83,69,18,65,10
43,50,63,19,19,16,16,90,8
75,52,2,43,17,30,97,76,3
68,96,39,18,70,25,61,7,23
63,12,83,44,15,33,96,48,99
13,72,75,51,46,4,50,79,90
76,71,1,23,11,0,27,5,29
32,38,26,95,60,39,70,35,27
87,27,14,40,89,21,68,4,10
38,34,58,13,63,98,92,67,75
21,13,61,45,87,39,25,71,38
88,1,45,6,9,95,45,45,53
3,29,32,9,35,84,89,1,64
74,42,60,81,2,61,75,59,35
86,40,37,76,87,41,27,42,45
89,79,66,47,4,74,10,99,45
77,18,83,90,82,87,14,32,64
40,69,8,87,3,34,9,72,46
36,98,35,9,71,31,7,63,57
57,46,53,39,71,95,53,58,26
87,90,49,61,87,6,93,2,55
92,90,43,24,13,78,95,42,82
9,34,18,41,64,97,71,99,27
66,86,74,67,77,41,26,61,74
60,19,88,88,15,10,89,0,52
65,74,14,77,79,56,60,26,82
85,33,30,52,68,83,69,26,14
43,87,35,27,87,60,73,67,16
71,18,60,12,15,0,48,13,98
34,29,17,69,62,22,26,66,12
65,98,43,17,41,34,38,24,13
75,34,31,88,95,77,48,9,58
80,16,26,3,99,51,33,99,28
12,7,66,19,89,90,52,57,16
81,84,45,9,27,27,19,47,81
96,46,95,5,44,94,93,55,48
81,69,14,87,91,12,8,41,88
47,95,6,70,90,63,89,20,94
94,17,70,13,55,44,53,5,17
10,2,29,0,1,59,52,86,41
98,75,32,63,32,82,72,29,62
28,70,15,41,81,43,49,86,23
42,78,4,88,92,8,58,88,94
63,41,98,87,74,40,15,38,63
87,18,16,15,77,54,89,54,7
5,78,51,99,8,38,80,47,26
12,11,80,14,67,27,99,69,31
38,82,58,20,24,93,95,55,20
21,45,58,8,66,13,28,27,29
51,21,59,87,5,64,19,52,29
56,80,98,78,89,64,32,86,56
1,80,72,45,18,1,63,85,1
61,32,91,94,1,22,99,68,55
30,67,47,84,93,8,85,28,49
89,59,16,20,25,66,44,15,98
15,97,65,70,31,40,51,15,31
6,36,21,18,16,70,13,36,89
17,90,73,52,56,92,72,38,13
91,11,74,16,73,40,47,71,93
13,97,3,79,44,37,78,96,29
80,73,73,81,28,32,56,7,11
32,93,74,77,95,34,85,8,15
9,9,80,17,60,80,78,90,67
75,42,22,86,86,41,9,49,80
10,83,21,84,56,6,83,4,18
17,4,5,44,47,74,9,84,99
87,17,64,29,60,3,95,2,48
41,66,20,94,31,34,27,51,67
92,91,85,19,44,81,88,84,98
93,35,7,40,75,44,15,23,21
3,35,80,28,30,0,83,35,40
82,48,13,58,75,90,13,3,76
27,40,99,18,54,2,17,9,63
82,6,28,3,5,59,11,2,15
40,46,23,92,96,6,13,79,0
73,20,65,16,72,43,62,19,33
3,49,83,70,48,95,43,22,83
78,5,33,71,53,54,96,42,17
57,52,92,40,4,75,25,15,64
84,6,39,22,38,76,64,21,93
15,86,11,10,33,8,63,81,17
67,28,93,33,54,69,23,13,95
51,90,82,70,74,27,24,71,47
34,27,14,14,7,87,44,68,42
13,36,1,23,60,25,45,40,30
84,71,22,54,13,73,29,66,89
36,61,44,80,56,56,89,36,36
27,37,41,64,49,32,30,77,60
93,26,47,91,93,21,12,83,27
22,37,98,85,53,68,46,13,42
90,68,40,87,99,72,23,38,32
71,11,54,24,27,45,96,25,10
23,45,24,0,92,58,22,36,93
84,98,94,11,35,58,16,58,66
87,90,15,81,72,83,17,42,90
62,59,67,53,26,28,63,99,59
16,13,45,71,31,2,8,14,28
60,19,85,60,62,47,67,65,67
39,76,70,50,48,0,83,51,76
33,5,16,1,64,11,83,34,51
72,8,79,75,37,59,98,92,16
55,63,4,45,77,61,22,49,33
35,41,22,40,82,79,68,52,52
88,37,60,54,62,55,25,5,91
40,23,27,69,50,27,59,78,68
98,28,77,31,11,76,38,45,69
26,69,29,69,80,27,4,68,87
31,62,2,22,42,71,82,31,0
26,72,26,21,55,83,62,91,66
78,20,84,39,60,95,62,64,89
30,23,35,85,9,47,52,87,1
32,93,40,0,50,36,75,59,77
71,44,2,87,86,82,4,78,87
2,27,89,42,68,74,73,41,42
43,18,62,25,58,89,85,96,37
24,33,53,79,97,8,34,9,92
5,5,64,92,57,32,4,99,73
64,51,70,77,10,65,11,64,72
98,47,52,57,53,65,46,7,6
80,93,36,84,85,51,59,67,73
6,2,43,81,15,40,0,40,63
84,57,22,73,54,45,96,38,31
86,10,80,34,10,0,94,60,78
52,94,2,15,95,63,3,85,87
53,69,61,41,88,86,6,48,74
46,49,0,69,71,74,64,12,4
54,12,65,38,31,87,75,64,80
77,32,89,91,98,11,33,14,66
15,80,51,49,12,37,15,14,11
56,1,79,31,42,3,22,15,94
92,83,12,88,70,45,94,12,9
11,5,70,67,76,88,76,1,66
12,36,57,69,94,49,95,98,70
25,42,32,79,81,40,45,50,67
63,81,51,82,87,23,80,58,29
98,93,90,45,8,70,68,58,66
22,28,50,85,12,10,41,78,96
27,74,83,7,26,83,31,52,71
31,6,75,31,58,82,87,81,23
41,73,39,42,74,35,64,77,39
21,14,23,82,64,63,8,42,64
5,57,79,43,54,1,3,88,11
4,27,37,84,44,12,70,50,84
39,11,85,5,55,14,60,35,13
2,77,99,19,36,42,20,29,59
75,69,6,99,58,88,58,98,35
57,5,75,39,42,4,12,91,32
91,38,39,31,3,22,64,24,78
9,90,88,40,97,52,64,31,58
43,5,5,79,16,45,72,94,97
14,35,36,55,85,18,3,70,48
55,17,88,81,64,17,60,48,74
81,67,19,13,6,1,46,14,71
35,14,47,83,71,62,39,1,28
77,45,68,20,59,34,83,55,77
75,49,23,69,38,90,39,7,57
29,35,67,98,21,99,18,83,84
99,73,31,36,2,78,76,1,71
57,64,16,94,9,89,84,70,51
99,9,6,19,93,65,79,77,50
5,50,52,92,40,63,17,88,24
5,25,6,5,13,31,27,87,94
73,19,47,80,23,63,82,58,92
0,66,74,55,73,76,59,97,70
53,93,89,48,38,23,32,85,78
79,23,90,57,13,61,55,44,53
2,79,14,37,59,98,44,99,40
58,38,95,77,95,48,39,55,42
18,30,34,91,30,67,17,81,70
66,44,22,88,4,84,70,65,60
84,13,60,19,94,50,26,4,84
98,1,33,30,41,61,95,4,99
2,56,39,46,16,4,29,58,12
43,3,90,43,56,14,24,4,19
71,45,57,19,93,36,55,93,72
48,48,77,44,65,8,17,87,31
51,70,10,43,66,38,18,99,52
53,51,65,48,58,94,51,92,51
78,86,47,21,98,15,99,47,11
44,88,72,13,58,12,44,52,27
7,38,89,94,1,22,92,40,56
40,75,12,54,41,88,79,9,43
18,97,90,53,14,12,0,9,99
41,87,31,13,49,74,43,98,1
63,93,49,47,11,44,32,89,17
63,21,8,19,97,62,20,27,77
8,96,40,18,84,90,29,51,48
98,37,68,6,14,26,79,78,58
10,95,40,17,76,75,66,47,31
93,93,78,66,96,9,97,65,92
91,96,49,66,40,10,44,97,44
41,26,21,10,20,58,65,65,0
5,29,78,61,92,0,86,49,18
8,65,35,52,6,44,75,19,26
50,32,90,37,43,89,84,99,17
82,69,91,62,88,61,60,48,2
83,14,66,50,67,46,37,44,86
8,3,56,26,68,78,61,54,52
12,92,43,65,68,8,22,92,97
51,56,21,9,17,84,18,48,97
69,93,17,56,0,86,72,77,70
25,66,95,53,29,69,58,87,12
46,66,12,90,4,68,49,72,79
3,3,87,63,21,13,14,30,10
9,83,5,35,28,31,11,8,64
99,91,30,64,86,51,72,55,83
49,96,52,36,24,90,5,6,98
29,87,39,83,38,30,12,29,15
8,50,73,62,29,92,5,98,9
15,61,37,74,36,37,43,19,10
93,11,8,89,32,24,83,1,75
91,95,18,2,86,98,84,4,91
9,26,14,39,52,74,14,24,11
40,1,81,66,74,48,14,13,18
88,74,95,44,90,40,30,5,46
53,91,34,1,63,94,86,27,57
64,45,1,46,71,94,7,56,18
25,30,37,34,27,43,70,27,0
88,98,88,93,40,99,32,33,47
48,10,51,16,10,81,56,75,70
46,12,69,4,4,89,75,2,1
6,77,77,82,59,84,86,5,71
9,68,66,89,63,87,91,55,0
7,31,63,75,90,85,40,67,95
18,39,99,49,44,76,29,75,5
38,67,61,95,52,49,94,38,2
35,50,70,97,35,74,38,73,44
4,68,90,32,75,96,8,50,32
78,6,2,54,14,73,64,81,93
64,36,8,53,53,72,85,24,20
48,15,90,39,82,78,46,42,37
18,51,47,15,42,45,0,42,8
27,88,76,93,99,65,73,12,79
88,43,60,17,16,12,33,75,68
8,73,34,93,90,85,71,63,4
86,87,62,27,76,31,53,76,29
1,98,68,94,53,56,34,73,96
43,32,75,55,43,4,48,64,55
65,30,35,89,16,72,45,90,80
21,68,79,54,18,12,53,28,96
56,65,40,77,29,94,26,12,78
21,0,77,43,59,12,22,69,1
75,53,24,24,56,59,99,65,17
57,93,45,84,46,13,29,79,64
14,5,9,6,61,50,54,1,88
35,75,9,74,89,57,45,14,35
92,38,24,86,13,27,75,98,94
78,82,78,25,27,89,34,39,67
21,66,73,20,53,82,71,58,4
66,39,40,92,83,7,45,57,83
88,53,87,80,79,61,91,98,62
40,15,10,38,59,38,12,57,39
53,11,36,78,87,24,95,79,78
79,91,44,66,5,81,89,29,84
